NCM;DESCRIÇÃO;ALÍQUOTA (%)
3913.90.11;Borracha clorada ou cloridratada, nas formas previstas na Nota 6 b) deste Capítulo;5
3913.90.12;Borracha clorada, noutras formas;5
3913.90.19;Outros;5
3913.90.20;Goma xantana;5
3913.90.30;Dextrana;5
3913.90.40;Proteínas endurecidas;5
3913.90.50;Quitosan (Chitosan), seus sais ou seus derivados;5
3913.90.60;Sulfato de condroitina;5
3913.90.90;Outros;5
3914.00;Permutadores de íons à base de polímeros das posições 39.01 a 39.13, em formas primárias.;
3914.00.1;De poliestireno e seus copolímeros;
3914.00.11;De copolímeros de estireno-divinilbenzeno, sulfonados;5
3914.00.19;Outros;5
3914.00.90;Outros;5
3915.10.00;- De polímeros de etileno;0
3915.20.00;- De polímeros de estireno;0
3915.30.00;- De polímeros de cloreto de vinila;0
3915.90.00;- De outros plásticos;0
3916.10.00;- De polímeros de etileno;10
3916.20.00;- De polímeros de cloreto de vinila;10
3916.90;- De outros plásticos;
3916.90.10;Monofilamentos;10
3916.90.90;Outros;10
3917.10;- Tripas artificiais de proteínas endurecidas ou de plásticos celulósicos;
3917.10.10;De proteínas endurecidas;5
3917.10.2;De plásticos celulósicos;
3917.10.21;Fibrosas, de celulose regenerada, de diâmetro superior ou igual a 150 mm;5
3917.10.29;Outras;5
3917.2;- Tubos rígidos:;
3917.21.00;-- De polímeros de etileno;0
3917.22.00;-- De polímeros de propileno;0
3917.23.00;-- De polímeros de cloreto de vinila;0
3917.29.00;-- De outros plásticos;0
3917.3;- Outros tubos:;
3917.31.00;-- Tubos flexíveis podendo suportar uma pressão mínima de 27,6 MPa;5
3917.32;-- Outros, não reforçados com outras matérias, nem associados de outra forma com outras matérias, sem acessórios;
3917.32.10;De copolímeros de etileno;5
3917.32.2;De polipropileno;
3917.32.21;Tubos capilares, semipermeáveis, próprios para hemodiálise ou para oxigenação sanguínea;0
3917.32.29;Outros;5
3917.32.30;De poli(tereftalato de etileno);5
3917.32.40;De silicones;5
3917.32.5;De celulose regenerada;
3917.32.51;Tubos capilares, semipermeáveis, próprios para hemodiálise;5
3917.32.59;Outros;5
3917.32.90;Outros;5
3917.33.00;-- Outros, não reforçados com outras matérias, nem associados de outra forma com outras matérias, com acessórios;5
3917.39.00;-- Outros;5
3917.40;- Acessórios;
3917.40.10;Dos tipos utilizados em linhas de sangue para hemodiálise;0
3917.40.90;Outros;0
3918.10.00;- De polímeros de cloreto de vinila;0
3918.90.00;- De outros plásticos;5
3919.10.00;- Em rolos de largura não superior a 20 cm;15
3919.90.00;- Outras;15
3920.10;- De polímeros de etileno;
3920.10.10;De densidade superior ou igual a 0,94, espessura inferior ou igual a 19 micrômetros (mícrons), em rolos de largura inferior ou igual a 66 cm;15
3920.10.9;Outras;
3920.10.91;De densidade inferior a 0,94, com óleo de parafina e carga (sílica e negro-de-carbono), apresentando nervuras paralelas entre si, com uma resistência elétrica superior ou igual a 0,030 ohms.cm2 mas inferior ou igual a 0,120 ohms.cm2, em rolos, dos tipos utilizados para a fabricação de separadores de acumuladores elétricos;15
3920.10.99;Outras;15
3920.20;- De polímeros de propileno;
3920.20.1;Biaxialmente orientados;
3920.20.11;De largura inferior ou igual a 12,5 cm e espessura inferior ou igual a 10 micrômetros (mícrons), metalizadas;15
3920.20.12;De largura inferior ou igual a 50 cm e espessura inferior ou igual a 25 micrômetros (mícrons), com uma ou ambas as faces rugosas de rugosidade relativa (relação entre a espessura média e a máxima) superior ou igual a 6 %, de rigidez dielétrica superior ou igual a 500 V/micrômetro (Norma ASTM D 3755-97), em rolos;15
3920.20.19;Outras;15
3920.20.90;Outras;15
3920.30.00;- De polímeros de estireno;15
3920.30.00 Ex 01;4;
3920.4;- De polímeros de cloreto de vinila:;
3920.43;-- Que contenham, em peso, pelo menos 6 % de plastificantes;
3920.43.10;De poli(cloreto de vinila), transparentes, termocontráteis, de espessura inferior ou igual a 250 micrômetros (mícrons);15
3920.43.90;Outras;15
3920.49.00;-- Outras;15
3920.49.00 Ex 01;4;
3920.5;- De polímeros acrílicos:;
3920.51.00;-- De poli(metacrilato de metila);15
3920.59.00;-- Outras;15
3920.6;- De policarbonatos, de resinas alquídicas, de poliésteres alílicos ou de outros poliésteres:;
3920.61.00;-- De policarbonatos;15
3920.62;-- De poli(tereftalato de etileno);
3920.62.1;De espessura inferior ou igual a 40 micrômetros (mícrons);
3920.62.11;De espessura inferior a 5 micrômetros (mícrons);15
3920.62.19;Outras;15
3920.62.9;Outras;
3920.62.91;Com largura superior a 12 cm, sem qualquer trabalho à superfície;15
3920.62.99;Outras;15
3920.62.99 Ex 01;4;
3920.63.00;-- De poliésteres não saturados;15
3920.69.00;-- De outros poliésteres;15
3920.7;- De celulose ou dos seus derivados químicos:;
3920.71.00;-- De celulose regenerada;15
3920.73;-- De acetatos de celulose;
3920.73.10;De espessura inferior ou igual a 0,75 mm;15
3920.73.90;Outras;15
3920.79;-- De outros derivados da celulose;
3920.79.10;De fibra vulcanizada, de espessura inferior ou igual a 1 mm;15
3920.79.90;Outros;15
3920.9;- De outros plásticos:;
3920.91.00;-- De poli(butiral de vinila);15
3920.92.00;-- De poliamidas;15
3920.93.00;-- De resinas amínicas;15
3920.94.00;-- De resinas fenólicas;15
3920.99;-- De outros plásticos;
3920.99.10;De silicone;15
3920.99.20;De poli(álcool vinílico);15
3920.99.30;De polímeros de fluoreto de vinila;15
3920.99.40;De poliimida;15
3920.99.50;De poli(clorotrifluoretileno);15
3920.99.90;Outras;15
3921.1;- Produtos alveolares:;
3921.11.00;-- De polímeros de estireno;15
3921.12.00;-- De polímeros de cloreto de vinila;15
3921.13;-- De poliuretanos;
3921.13.10;Com base poliéster, de células abertas, com um número de poros por decímetro linear superior ou igual a 24 e inferior ou igual a 157 (6 a 40 poros por polegada linear), com resistência à compressão 50 % (RC50) superior ou igual a 3,0 kPa e inferior ou igual a 6,0 kPa;15
3921.13.90;Outras;15
3921.14.00;-- De celulose regenerada;15
3921.19.00;-- De outros plásticos;15
3921.90;- Outras;
3921.90.1;Estratificadas, reforçadas ou com suporte;
3921.90.11;4;
3921.90.11;De resina melamina-formaldeído;5
3921.90.12;De polietileno, com reforço de napas de fibras de polietileno paralelizadas, superpostas entre si em ângulo de 90º e impregnadas com resinas;15
3921.90.19;Outras;15
3921.90.20;De poli(tereftalato de etileno), com camada antiestática à base de gelatina ou de látex em ambas as faces, mesmo com halogenetos de potássio;15
3921.90.90;Outras;15
3922.10.00;- Banheiras, boxes para chuveiros, pias e lavatórios;0
3922.20.00;- Assentos e tampas, de sanitários;0
3922.90.00;- Outros;0
3923.10;- Caixas, caixotes, engradados e artigos semelhantes;
3923.10.10;Estojos de plástico, dos tipos utilizados para acondicionar discos para sistemas de leitura por raio laser;15
3923.10.90;Outros;15
3923.2;- Sacos de quaisquer dimensões, bolsas e cartuchos:;
3923.21;-- De polímeros de etileno;
3923.21.10;De capacidade inferior ou igual a 1.000 cm3;15
3923.21.90;Outros;15
3923.29;-- De outros plásticos;
3923.29.10;De capacidade inferior ou igual a 1.000 cm3;15
3923.29.90;Outros;15
3923.30.00;- Garrafões, garrafas, frascos e artigos semelhantes;15
3923.40.00;- Bobinas, carretéis, canelas e suportes semelhantes;10
3923.50.00;- Rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes;5
3923.90.00;- Outros;15
3924.10.00;- Serviços de mesa e outros utensílios de mesa ou de cozinha;10
3924.90.00;- Outros;10
3925.10.00;- Reservatórios, cisternas, cubas e recipientes análogos, de capacidade superior a 300 l;0
3925.20.00;- Portas, janelas e seus caixilhos, alizares e soleiras;0
3925.30.00;- Postigos, estores (incluindo as venezianas) e artefatos semelhantes, e suas partes;5
3925.90;- Outros;
3925.90.10;De poliestireno expandido (EPS);5
3925.90.90;Outros;5
3926.10.00;- Artigos de escritório e artigos escolares;15
3926.20.00;- Vestuário e seus acessórios (incluindo as luvas, mitenes e semelhantes);5
3926.30.00;- Guarnições para móveis, carroçarias ou semelhantes;5
3926.40.00;- Estatuetas e outros objetos de ornamentação;20
3926.90;- Outras;
3926.90.10;Arruelas;10
3926.90.2;Correias de transmissão e correias transportadoras;
3926.90.21;De transmissão;10
3926.90.22;Transportadoras;10
3926.90.30;Bolsas para uso em medicina (hemodiálise e usos semelhantes);0
3926.90.40;Artigos de laboratório ou de farmácia;10
3926.90.50;Acessórios dos tipos utilizados em linhas de sangue para hemodiálise, tais como: obturadores, incluindo os reguláveis (clamps), clipes e similares;15
3926.90.6;Anéis de seção transversal circular (O-rings);
3926.90.61;De tetrafluoretileno e éter perfluormetilvinil;15
3926.90.69;Outros;15
3926.90.90;Outras;15
4.-;O presente Capítulo não compreende:;
4.-;Na Nomenclatura, consideram-se “crinas” os pelos da crineira e da cauda dos equídeos e dos bovídeos.;
4.-;Os pimentões e pimentas dos gêneros Capsicum ou Pimenta, secos, triturados ou em pó, excluem-se, porém, do presente Capítulo (posição 09.04).;
4.-;A posição 12.11 compreende, entre outras, as plantas e partes de plantas das seguintes espécies: manjericão (manjerico), borragem, ginseng, hissopo, alcaçuz, as diversas espécies de menta, alecrim, arruda, salva e absinto.;
4.-;As pastas de neutralização (soap-stocks), as borras de óleos, o breu esteárico, o breu de suarda e o pez de glicerol incluem-se na posição 15.22.;
4.-;Na acepção da posição 19.04, a expressão “preparados de outro modo” significa que os cereais sofreram tratamento ou preparo mais adiantados do que os previstos nas posições ou nas Notas dos Capítulos 10 e 11.;
4.-;O suco (sumo) de tomate cujo teor de extrato seco, em peso, seja igual ou superior a 7 %, está incluído na posição 20.02.;
4.-;"A posição 25.30 compreende, entre outros, os seguintes produtos: a vermiculita, a perlita e as cloritas, não expandidas; as terras corantes, mesmo calcinadas ou misturadas entre si; os óxidos de ferro micáceos naturais; a espuma-do-mar natural (mesmo em pedaços polidos); o âmbar amarelo (sucino) natural; a espuma-do-mar e o âmbar reconstituídos, em plaquetas, varetas, barras e formas semelhantes, simplesmente moldados; o azeviche; o carbonato de estrôncio (estroncianita), mesmo calcinado, exceto o óxido de estrôncio; os resíduos e fragmentos de cerâmica, os pedaços de tijolo e os blocos de concreto quebrados (partidos).";
4.-;Na acepção da subposição 2710.12, “óleos leves e preparações” são aqueles que destilam, incluindo as perdas, uma fração igual ou superior a 90 %, em volume, a 210 °C, segundo o método ASTM D 86.;
4.-;Os ácidos complexos de constituição química definida, constituídos por um ácido de elementos não-metálicos do Subcapítulo II e um ácido que contenha um elemento metálico do Subcapítulo IV, classificam-se na posição 28.11.;
4.-;Nas posições 29.04 a 29.06, 29.08 a 29.11 e 29.13 a 29.20, qualquer referência aos derivados halogenados, sulfonados, nitrados ou nitrosados aplica-se também aos derivados mistos, tais como os sulfoalogenados, nitroalogenados, nitrossulfonados ou nitrossulfoalogenados.;
4.-;A posição 30.06 compreende apenas os produtos seguintes, que devem ser classificados nessa posição e não em qualquer outra da Nomenclatura:;
4.-;A posição 31.04 compreende unicamente, desde que não apresentados sob as formas ou embalagens previstas na posição 31.05:;
4.-;As soluções (excluindo os colódios), em solventes orgânicos voláteis, dos produtos referidos nas posições 39.01 a 39.13 incluem-se na posição 32.08 quando a proporção do solvente seja superior a 50 % do peso da solução.;
4.-;"Consideram-se “produtos de perfumaria ou de toucador preparados e preparações cosméticas”, na acepção da posição 33.07, entre outros, os seguintes produtos: saquinhos que contenham partes de planta aromática; preparações odoríferas que atuem por combustão; papéis perfumados e papéis impregnados ou revestidos de cosméticos; soluções líquidas para lentes de contato ou para olhos artificiais; pastas (ouates), feltros e falsos tecidos, impregnados, revestidos ou recobertos de perfume ou de cosméticos; produtos de toucador preparados, para animais.";
4.-;A expressão “óleos de petróleo ou de minerais betuminosos” usada no texto da posição 34.03 refere-se aos produtos definidos na Nota 2 do Capítulo 27.;
4.-;Na Nomenclatura, consideram-se “lixos municipais” os lixos de residências, hotéis, restaurantes, lojas, escritórios, etc., e os detritos recolhidos nas vias públicas e calçadas, bem como os desperdícios de materiais de construção e de demolição. Os lixos municipais contêm geralmente uma grande variedade de matérias, como plásticos, borracha, madeira, papel, têxteis, vidros, metais, produtos alimentícios, móveis quebrados (partidos) e outros artigos danificados ou descartados. No entanto, a expressão “lixos municipais” não abrange:;
4.-;Consideram-se “copolímeros” todos os polímeros em que nenhum motivo monomérico represente 95 % ou mais, em peso, do teor total do polímero.;
4.-;Na Nota 1 do presente Capítulo e no texto da posição 40.02, a denominação “borracha sintética” aplica-se:;
4.-;Na acepção da posição 42.03, a expressão “vestuário e seus acessórios” aplica-se, entre outros, às luvas, mitenes e semelhantes (incluindo as de esporte ou de proteção), aos aventais e a outros equipamentos especiais de proteção individual para quaisquer profissões, aos suspensórios, cintos, cinturões, bandoleiras ou talabartes e pulseiras, exceto as pulseiras de relógios (posição 91.13).;
4.-;Incluem-se nas posições 43.03 ou 43.04, conforme o caso, o vestuário e seus acessórios de qualquer espécie (com exceção dos artigos excluídos do presente Capítulo pela Nota 2), forrados interiormente de peles com pelo, naturais ou artificiais, bem como o vestuário e seus acessórios apresentando partes exteriores de peles com pelo, naturais ou artificiais, quando estas partes excedam a função de simples guarnições.;
4.-;Os artefatos das posições 44.10, 44.11 ou 44.12 podem ser trabalhados, de forma a obterem-se os perfis da posição 44.09, arqueados, ondulados, perfurados, cortados ou obtidos com formas diferentes da quadrada ou retangular ou ainda submetidos a qualquer outra operação, desde que esta não lhes confira o caráter de artefatos de outras posições.;
4.-;Neste Capítulo, considera-se “papel de jornal” o papel não revestido, do tipo utilizado para impressão de jornais, em que 50 % ou mais, em peso, do conteúdo total de fibras seja constituído por fibras de madeira obtidas por um processo mecânico ou químico-mecânico, não gomado ou levemente gomado, cujo índice de rugosidade, medido pelo aparelho Parker Print Surf (1 MPa) em cada uma das faces, é superior a 2,5 micrômetros (mícrons), de peso não inferior a 40 g/m2 nem superior a 65 g/m2.;
4.-;A subposição 4805.12 abrange o papel, em rolos, composto principalmente de pasta de palha obtida por combinação de um tratamento mecânico com um tratamento químico, de peso igual ou superior a 130 g/m2, e cuja resistência à compressão medida segundo o método CMT 30 (Corrugated Medium Test com 30 minutos de condicionamento) é superior a 1,4 newtons/g/m2 sob uma umidade relativa de 50 % e à temperatura de 23 °C.;
4.-;Também se incluem na posição 49.01:;
4.-;"A posição 56.04 não compreende os fios têxteis nem as lâminas e formas semelhantes, das posições 54.04 ou 54.05, cuja impregnação, revestimento ou recobrimento não sejam perceptíveis à vista desarmada (geralmente, Capítulos 50 a 55); para aplicação destas disposições, não se levam em conta as mudanças de cor decorrentes destas operações.";
4.-;Não são abrangidas pela posição 58.04 as redes com nós, em panos ou em peça, obtidas a partir de cordéis, cordas ou cabos, da posição 56.08.;
